"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","Salary","FPts","FP/G","%D","ADP","Ros","+/-"
"*076qg*","Victor Munoz","LIV","F","F","589","FA","@NEW Sun 3:30PM","2,000","0","0","99","114.8","87%","-6%"
"*075kd*","Talla Ndiaye","LIV","D","D","590","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","1%","0%"
"*07850*","Ifeanyi Ndukwe","LIV","D","D","591","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*06kyv*","Kosta Nedeljkovic","AVL","D","D","592","FA","@BHA Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*0784f*","Mahdi Nicoll-Jazuli","CHE","M","M","593","FA","@FUL Mon 7:00PM","2,000","0","0","0","-","0%","0%"
"*076dv*","Marcelino Nunez","IPS","M","M","595","FA","SUN Sat 2:00PM","2,000","0","0","7","284.5","4%","-3%"
"*06hzf*","Mark O'Mahony","BHA","F","F","596","FA","AVL Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*04gpx*","Dara O'Shea","IPS","D","D","597","FA","SUN Sat 2:00PM","2,000","0","0","15","274.1","9%","-1%"
"*06cm4*","Chiedozie Ogbene","IPS","F","F","598","FA","SUN Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*07869*","Josh Ogunnaike","ARS","D","D","599","FA","COV Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*0788a*","Darryl Ombang","LEE","G","G","601","FA","@NOT Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*06mn1*","Ibrahim Osman","BHA","F","F","602","FA","AVL Sun 1:00PM","2,000","0","0","0","-","1%","0%"
"*07897*","Cesar Palacios","FUL","M","M","605","FA","CHE Mon 7:00PM","2,000","0","0","9","282.4","5%","+3%"
"*0784b*","Marco Palestra","CHE","D","D","606","FA","@FUL Mon 7:00PM","2,000","0","0","77","155.6","62%","+22%"
"*03p9y*","Alex Palmer","IPS","G","G","607","FA","SUN Sat 2:00PM","2,000","0","0","0","-","1%","0%"
"*07868*","Xavier Parker","MCI","M","M","609","FA","BOU Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*0787y*","Antonio Silva","BOU","D","D","611","FA","@MCI Sun 1:00PM","2,000","0","0","46","234.6","22%","+10%"
"*06exk*","Ashley Phillips","TOT","D","D","612","FA","@BRF Sat 4:30PM","2,000","0","0","0","-","0%","0%"
"*076de*","Dillon Phillips","HUL","G","G","613","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*05rff*","Jaden Philogene","IPS","M,F","M","614","FA","SUN Sat 2:00PM","2,000","0","0","65","209","36%","-14%"
"*078lf*","George Pickford","EVE","G","G","615","FA","CRY Sat 2:00PM","2,000","0","0","-","-","-","-"
"*0788e*","Ollie Pickles","LEE","M","M","616","FA","@NOT Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*078ge*","Luca Picotto","BRF","M","M","617","FA","TOT Sat 4:30PM","2,000","0","0","0","-","0%","-"
"*07858*","Miodrag Pivas","NEW","D","D","618","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*0785l*","Tom Proctor","SUN","M","M","619","FA","@IPS Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*078g0*","Natalia Ramos","LIV","D","D","622","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","0%","-"
"*03ybi*","Marcus Rashford","MUN","F","F","624","FA","@HUL Sat 11:30AM","2,000","0","0","94","122.5","67%","+20%"
"*07849*","Alvaro Rodriguez","BOU","F","F","627","FA","@MCI Sun 1:00PM","2,000","0","0","13","276.9","8%","+2%"
"*076d3*","Jack Rudoni","COV","M","M","629","FA","@ARS Fri 7:00PM","2,000","0","0","51","226.6","32%","+4%"
"*04ai5*","Geronimo Rulli","MCI","G","G","630","FA","BOU Sun 1:00PM","2,000","0","0","-","-","-","-"
"*062ct*","Carl Rushworth","COV","G","G","631","FA","@ARS Fri 7:00PM","2,000","0","0","17","274.7","12%","+2%"
"*076d4*","Tatsuhiro Sakamoto","COV","M","M","632","FA","@ARS Fri 7:00PM","2,000","0","0","12","282.1","6%","-1%"
"*0785e*","Vakhtang Salia","NEW","F","F","633","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*0785y*","Mahamadou Sangare","MCI","F","F","636","FA","BOU Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*07877*","Mamadou Sangare","BRF","M","M","637","FA","TOT Sat 4:30PM","2,000","0","0","51","222.2","33%","+20%"
"*06nv6*","Trevan Sanusi","NEW","F","F","638","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*0784g*","Dastan Satpaev","CHE","F","F","639","FA","@FUL Mon 7:00PM","2,000","0","0","2","290.3","1%","0%"
"*06do2*","Callum Scanlon","LIV","D","D","640","FA","@NEW Sun 3:30PM","2,000","0","0","2","288.7","3%","-3%"
"*05uds*","Kjell Scherpen","IPS","G","G","641","FA","SUN Sat 2:00PM","2,000","0","0","2","291","3%","+1%"
"*0785g*","Xaver Schlager","NOT","M","M","642","FA","LEE Sat 2:00PM","2,000","0","0","6","284.2","2%","+1%"
"*076kc*","Jannik Schuster","BRF","D","D","643","FA","TOT Sat 4:30PM","2,000","0","0","5","286.9","1%","0%"
"*0785h*","Felix Scott","SUN","D","D","644","FA","@IPS Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*05m9r*","Ellis Simms","COV","F","F","650","FA","@ARS Fri 7:00PM","2,000","0","0","9","283.8","2%","-2%"
"*05o2p*","Regan Slater","HUL","M","M","651","FA","MUN Sat 11:30AM","2,000","0","0","5","288","3%","0%"
"*07852*","Joshua Sonni-Lambie","LIV","F","F","653","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*0785a*","Sean Steur","NEW","M","M","656","FA","LIV Sun 3:30PM","2,000","0","0","11","279.1","3%","+2%"
"*078hi*","Elliot Stroud","HUL","M","M","657","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","-"
"*0784c*","Olutayo Subuloye","CHE","D","D","658","FA","@FUL Mon 7:00PM","2,000","0","0","3","286.9","1%","+1%"
"*0784a*","Michael Svoboda","BHA","D","D","659","FA","AVL Sun 1:00PM","2,000","0","0","0","-","1%","0%"
"*078ei*","Juanlu Sanchez","BOU","M","M","660","FA","@MCI Sun 1:00PM","2,000","0","0","12","278.5","4%","+4%"
"*06mg2*","Jack Taylor","IPS","M","M","663","FA","SUN Sat 2:00PM","2,000","0","0","0","-","1%","-1%"
"*076kf*","Geovany Quenda","CHE","M","M","664","FA","@FUL Mon 7:00PM","2,000","0","0","51","230.2","25%","-5%"
"*05l2z*","Bobby Thomas","COV","D","D","665","FA","@ARS Fri 7:00PM","2,000","0","0","77","180","54%","-11%"
"*076db*","Brandon Thomas-Asante","COV","F","F","666","FA","@ARS Fri 7:00PM","2,000","0","0","6","287.2","3%","-1%"
"*0785n*","Dylan Thompson","TOT","G","G","667","FA","@BRF Sat 4:30PM","2,000","0","0","0","-","0%","0%"
"*0785o*","Tyler Tingey","TOT","D","D","670","FA","@BRF Sat 4:30PM","2,000","0","0","0","-","0%","0%"
"*05w9r*","Takehiro Tomiyasu","CRY","D","D","671","FA","@EVE Sat 2:00PM","2,000","0","0","9","282.4","1%","-"
"*076d7*","Victor Torp","COV","M","M","672","FA","@ARS Fri 7:00PM","2,000","0","0","46","240.1","21%","+2%"
"*0785d*","Bazoumana Toure","NEW","F","F","673","FA","LIV Sun 3:30PM","2,000","0","0","58","209.9","28%","+10%"
"*07867*","Trialist","MCI","G","G","675","FA","BOU Sun 1:00PM","2,000","0","0","2","290.4","1%","-1%"
"*078az*","Konstantinos Tzolakis","HUL","G","G","678","FA","MUN Sat 11:30AM","2,000","0","0","4","288","2%","+1%"
"*05uox*","Christos Tzolis","ARS","F","F","679","FA","COV Fri 7:00PM","2,000","0","0","85","130.2","76%","+15%"
"*0784m*","Charlie Walker-Smith","CRY","D","D","682","FA","@EVE Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*04fjz*","Christian Walton","IPS","G","G","684","FA","SUN Sat 2:00PM","2,000","0","0","9","284.6","4%","-3%"
"*0784e*","Reggie Watson","CHE","M","M","685","FA","@FUL Mon 7:00PM","2,000","0","0","0","-","1%","0%"
"*076cx*","Ben Wilson","COV","G","G","691","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","3%","-2%"
"*0785w*","Jack Wint","MCI","G","G","693","FA","BOU Sun 1:00PM","2,000","0","0","2","290.2","1%","0%"
"*06mfy*","Luke Woolfenden","COV","D","D","694","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*076da*","Haji Wright","COV","F","F","695","FA","@ARS Fri 7:00PM","2,000","0","0","94","144.7","64%","+3%"
"*078g4*","Caleb Yirenkyi","COV","M","M","699","FA","@ARS Fri 7:00PM","2,000","0","0","13","274.5","3%","-"
"*076ke*","Zadok Yohanna","BHA","F","F","700","FA","AVL Sun 1:00PM","2,000","0","0","1","290.9","2%","-1%"
"*0784t*","Oscar Zambrano","HUL","M","M","701","FA","MUN Sat 11:30AM","2,000","0","0","2","289.5","1%","+1%"
"*078g5*","Macauley Zepa","FUL","F","F","702","FA","CHE Mon 7:00PM","2,000","0","0","0","-","0%","-"
"*03fgl*","Jay da Silva","COV","D","D","704","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","2%","-1%"
"*076d0*","Milan van Ewijk","COV","D","D","706","FA","@ARS Fri 7:00PM","2,000","0","0","38","248","20%","-3%"
"*0784v*","Kayne van Oevelen","IPS","G","G","707","FA","SUN Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*0784s*","Abdulkadir Omur","HUL","M","M","708","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
